price,size_in_m_2,longitude,latitude,no_of_bedrooms,no_of_bathrooms,quality
1850000,99.40621,55.151574,25.132519,1,2,1
7600000,194.445979,55.235827,25.215192,2,4,0
1500000,89.930104,55.277978,25.207533,1,2,0
1850000,190.915665,55.142546,25.111681,2,4,1
3250000,193.888561,55.277978,25.207533,2,3,0
670000,84.54173,55.202774,25.058632,1,2,0
850000,70.60628,55.132386,25.072396,2,2,1
3250000,378.208113,55.361808,25.221028,3,4,1
1500000,121.981639,55.274878,25.189195,2,3,1
1950000,96.61912,55.151574,25.132519,1,2,1
2300000,158.306712,55.128089,25.072954,2,3,1
2500000,202.249831,55.139576,25.110724,3,3,0
1400000,112.041018,55.142415,25.085047,2,3,1
1150000,165.181534,55.198896,25.049301,2,2,0
1300000,88.25785,55.145574,25.087251,1,2,1
545000,63.17404,55.207037,25.048292,1,2,2
1400000,120.959706,55.142441000000005,25.082004,2,3,0
2200000,162.394444,55.14874,25.090418,3,3,1
1300000,87.143014,55.28205,25.211032,1,2,1
800000,84.355924,55.149224,25.087926,1,2,1
850000,68.097899,55.170481,25.089719,1,1,1
1540000,71.721116,55.14736,25.086376,1,2,1
550000,90.11591,55.069311,24.948068,2,3,1
2600000,196.861457,55.28205,25.211032,3,4,0
700000,85.00624499999999,55.148929,25.089463,1,2,1
1100000,79.432065,55.28246800000001,25.200159,1,2,1
699999,86.306887,55.146035,25.077009,1,2,1
1900000,90.580425,55.14668100000001,25.087147,1,2,1
900000,101.542979,55.172975,25.09243,2,2,1
2949999,214.513027,55.34511,25.20573,3,5,1
980000,100.33524,55.138863,25.081955,1,2,1
350000,40.598611,55.198896,25.049301,0,1,1
2500000,226.590417,55.136122,25.114513,3,3,1
34314000,889.639128,55.168509,25.10355,4,5,1
3050000,171.963453,55.270983,25.201718,3,3,1
1650000,102.657815,55.280662,25.203035,2,2,1
850000,69.491444,55.17331,25.088728,1,2,1
3350000,280.288351,55.31296700000001,25.099422,2,3,0
1749510,148.830606,55.254015,25.116799,3,4,1
1100000,89.651395,55.281666,25.190874,1,2,0
1950000,125.14034099999999,55.141711,25.081421,2,3,1
815000,72.371437,55.136283,25.07851,1,2,1
849000,70.048862,55.171838,25.088533,1,1,1
2120000,136.102895,55.143556,25.108522,2,3,1
1750000,130.0642,55.27216899999999,25.192132,2,2,0
808255,60.201144,55.250357,25.113521,1,1,1
2300000,158.213809,55.128089,25.072954,2,2,0
1675000,216.092378,55.146775,25.07696,4,4,2
1373000,177.351827,55.146775,25.07696,3,3,2
1980000,158.213809,55.25277,25.240419,2,3,0
2200000,158.771227,55.137575,25.110559,2,3,1
1850000,125.14034099999999,55.142441000000005,25.082004,2,3,1
1500000,176.794409,55.139147,25.08058,3,3,2
1055093,110.647473,55.140434,25.02462,2,3,1
568801,69.67725,55.140434,25.02462,1,2,1
2650000,197.604681,55.244923,25.107984,3,5,1
540000,33.073468,55.339287,25.103784,0,1,1
1253686,69.398541,55.308533,25.177819,2,2,1
4400000,186.270515,55.111349,25.106964,3,2,0
1000000,77.388199,55.27389599999999,25.191404,1,2,1
550000,58.993405,55.25475600000001,25.022371,0,1,0
675000,97.826859,55.243608,25.044961,1,2,0
1050000,70.699183,55.136283,25.07851,1,2,1
380000,86.306887,55.367882,25.113747,1,2,1
1225000,81.475931,55.277978,25.207533,1,2,0
1720000,179.209887,55.133627,25.076319,3,4,1
1700000,117.522295,55.273333,25.191544,2,2,0
1230000,103.679748,55.12171800000001,25.09858,1,2,1
739000,86.213984,55.14935,25.022618,2,2,1
2800000,272.949014,55.285118,25.223728,3,3,1
1350000,161.744123,55.149224,25.087926,2,3,1
850000,109.997152,55.138246,25.065886,1,2,0
2300000,149.57383,55.128089,25.072954,2,3,0
1445888,61.873398,55.271797,25.195483,1,2,1
1286000,91.602358,55.267193000000006,25.01936,2,2,1
999950,85.656566,55.142183,25.082591,1,2,0
320000,50.910844,55.150016,25.03335,0,1,0
1849000,278.987709,55.133627,25.076319,3,3,1
1450000,78.781744,55.136286,25.072375,1,1,0
790000,126.162274,55.246714,25.046706,2,3,1
500000,87.607529,55.392352,25.11848,2,2,1
830000,80.918513,55.209391,25.060106,1,2,1
1640000,157.284779,55.142039,25.084397,2,3,1
475000,107.488771,55.253035,25.007476,1,1,1
3200000,169.269266,55.147768000000006,25.086575,3,5,0
699000,72.650146,55.203423,25.054336,1,2,1
610000,69.305638,55.206373,25.048095,1,2,1
610500,79.060453,55.206373,25.048095,1,2,3
600205,74.786915,55.206373,25.048095,1,2,3
610500,75.623042,55.206373,25.048095,1,2,3
1700000,185.527291,55.143412,25.111088,2,2,1
610503,75.715945,55.206373,25.048095,1,2,3
1275000,128.299043,55.13154,25.073146,2,2,1
1295000,68.469511,55.143557,25.108523,1,2,1
3300000,256.040668,55.149287,25.085305,3,5,0
1300000,101.450076,55.274545,25.191527,1,2,0
900502,105.630711,55.206373,25.048095,2,3,3
901345,106.559741,55.206373,25.048095,2,3,3
525000,89.930104,55.137291000000005,25.044519,1,1,0
3489900,175.400864,55.274196,25.197316,2,3,1
760000,65.868227,55.142183,25.082591,1,1,1
700000,68.376608,55.147796,25.089393,1,2,1
1675000,162.208638,55.138654,25.116329,2,2,1
625000,85.099148,55.148929,25.089463,1,2,1
1390000,181.532462,55.13609,25.113366,2,3,1
1700000,106.095226,55.152689,25.107005,1,1,0
1400000,82.312058,55.280912,25.200926000000003,1,1,1
3600000,294.688316,55.147796,25.089393,4,5,1
1434000,70.420474,55.25277,25.240419,1,2,0
1200000,69.212735,55.139276,25.0967,1,2,0
1795000,113.34166,55.25277,25.240419,2,3,1
2444888,98.848792,55.271797,25.195483,2,3,1
2650000,111.297794,55.134135,25.076944,2,3,0
3750000,182.833104,55.135003000000005,25.082647,3,5,0
2399999,109.62554,55.135003000000005,25.082647,2,3,0
1700000,120.959706,55.142441000000005,25.082004,2,3,0
1550000,110.368764,55.146759,25.088431,2,3,1
1775000,131.92226,55.27389599999999,25.191404,2,2,1
2450000,237.088456,55.14925,25.084336,3,5,1
12000000,291.901226,55.235827,25.215192,3,5,1
624888,33.44508,55.138630000000006,25.112237,0,1,1
560000,64.195973,55.144318000000005,25.080444,1,2,1
992888,66.239839,55.138630000000006,25.112237,1,2,1
1234000,70.048862,55.25277,25.240419,1,2,0
1300000,101.171367,55.34555400000001,25.203553,2,3,1
1150000,89.651395,55.265094,25.023506,2,3,0
1400000,134.70935,55.17331,25.088728,2,2,2
1690000,121.238415,55.170481,25.089719,2,3,1
1050000,150.50286,55.207168,25.053988,1,1,1
1500000,154.683495,55.166634,25.093596,3,2,1
2892000,251.209712,55.441623,25.227337,4,5,1
1688000,146.879643,55.441623,25.227337,3,4,1
1399000,122.724863,55.441623,25.227337,2,3,1
3750000,126.533886,55.282343,25.194761,2,3,1
1574950,70.141765,55.14736,25.086376,1,2,1
412000,34.838625,55.203423,25.054336,0,1,2
999000,116.035847,55.203423,25.054336,2,3,2
2445000,143.99965,55.143347,25.112604,2,3,1
1700000,111.4836,55.25277,25.240419,2,3,0
4294888,151.989308,55.271797,25.195483,3,4,1
2975000,157.377682,55.149287,25.085305,2,2,2
2600000,185.248582,55.144174,25.111943,2,4,0
1450000,102.1933,55.15370600000001,25.126034,1,2,1
1400206,112.877145,55.201813,25.046403,2,3,2
3299950,262.45097499999997,55.172519,25.087547,3,3,2
1395000,181.439559,55.13609,25.113366,2,2,0
1380888,69.212735,55.141275,25.09938,1,1,1
1275000,175.215058,55.14684499999999,25.107086,2,2,0
1300000,85.192051,55.280919,25.19331,1,2,1
1350000,189.986635,55.206373,25.048095,3,4,3
3000000,179.488596,55.345142,25.206345,3,4,1
1490000,77.852714,55.14736,25.086376,1,2,1
612870,64.567585,55.207733,25.051513,1,2,3
2250000,202.714346,55.144174,25.111943,3,3,1
1350000,171.87055,55.13786999999999,25.080162,3,4,1
1575000,71.999825,55.14736,25.086376,1,2,0
639777,75.901751,55.206373,25.048095,1,2,3
627777,69.67725,55.206373,25.048095,1,2,3
620000,69.119832,55.206373,25.048095,1,2,3
706000,71.256601,55.207733,25.051513,1,2,3
993999,108.046189,55.207733,25.051513,2,3,3
670000,81.75464,55.212972,25.051528,1,2,3
914000,111.111988,55.212972,25.051528,2,3,3
1113000,136.102895,55.212972,25.051528,2,3,3
1131000,144.742874,55.212972,25.051528,2,3,3
635000,64.288876,55.200783,25.046296,1,2,3
941000,122.260348,55.200783,25.046296,2,3,3
1080000,132.015163,55.200783,25.046296,2,3,3
4222888,182.833104,55.141275,25.09938,3,4,0
1737000,112.691339,55.25277,25.240419,2,3,1
1200000,120.309385,55.135515000000005,25.07715,2,3,0
1450000,123.468087,55.147796,25.089393,2,3,1
3400000,179.395693,55.34505600000001,25.2065,3,4,0
525000,62.709525,55.14416800000001,25.069779,1,1,1
1259999,147.065449,55.147521,25.10798,2,4,1
425000,51.932777,55.255442,25.021049,0,1,1
1550000,112.133921,55.150381,25.090136,2,3,1
790000,113.248757,55.148208,25.088606,2,2,0
1020000,121.424221,55.175161,25.10004,2,2,1
954505,121.888736,55.200783,25.046296,2,3,3
999999,77.852714,55.27389599999999,25.191404,1,2,0
1750000,192.30921,55.170078,25.095179,3,3,0
1475000,72.650146,55.271797,25.195483,1,2,1
3380000,176.608603,55.135003000000005,25.082647,3,4,0
1801000,74.3224,55.14668100000001,25.087147,1,2,2
1270000,142.884814,55.20955,25.04866,3,4,3
635356,58.435987,55.200783,25.046296,1,2,3
1220000,119.008743,55.173061,25.093469,2,2,0
999905,118.079713,55.136879,25.071356,2,3,1
1700000,138.704179,55.244923,25.107984,2,2,0
550000,79.89658,55.220697,25.039066,1,2,1
1550000,178.559566,55.139802,25.081265,3,4,1
3600000,235.509105,55.109525,25.112725,3,4,1
620000,61.873398,55.203684,25.066791,1,2,1
1110000,130.807424,55.169499,25.095723,2,2,0
1399999,121.238415,55.129829,25.072791,2,2,1
799999,117.801004,55.212972,25.051528,1,2,1
275000,68.004996,55.418,25.161532,1,2,0
850000,83.6127,55.2121,25.051384,1,2,1
1850000,182.08988,55.247980000000005,25.109367,3,4,1
626999,75.530139,55.20955,25.04866,1,2,3
1269999,139.3545,55.20955,25.04866,3,4,3
1625000,143.99965,55.14480699999999,25.085322,2,3,1
8000000,240.340061,55.138714,25.083858,3,4,1
1450000,156.07704,55.148529,25.07887,2,3,0
950000,86.957208,55.277512,25.186457,1,2,1
245000,28.428318,55.390236,25.115934,0,1,0
699000,74.3224,55.243343,25.0633,1,1,1
1650000,161.093802,55.137581,25.116067,2,4,1
2150000,226.590417,55.136122,25.114513,3,4,1
850000,64.567585,55.35916700000001,25.194722,1,1,1
1490000,57.228248,55.14668100000001,25.087147,0,1,2
1492000,57.228248,55.14668100000001,25.087147,0,1,2
2599950,190.915665,55.144174,25.111943,2,3,1
1250000,60.665659,55.271797,25.195483,1,1,1
1300000,57.506957,55.271797,25.195483,1,1,1
600000,81.847543,55.37796,25.119354,1,1,1
626999,75.530139,55.20955,25.04866,1,2,3
2235000,182.647298,55.274427,25.189423,3,4,0
925000,133.687417,55.247353,25.046818,2,3,1
1400000,119.101646,55.159380000000006,25.077955,2,2,1
2099950,130.528715,55.133386,25.074439,2,3,0
2485000,156.820264,55.148688,25.083483,2,2,1
880000,80.361095,55.26991,25.191107,1,1,0
699000,71.999825,55.20598,25.037236,1,2,1
1280000,120.402288,55.247980000000005,25.109367,2,2,0
1680000,153.568659,55.146840000000005,25.083145,2,3,0
1750000,149.295121,55.248755,25.11576,3,4,0
2950000,209.03175,55.136449,25.111229,3,4,0
1350000,148.923509,55.144174,25.111943,2,1,0
870000,106.373935,55.198917,25.057022,1,2,1
1200000,76.830781,55.271023,25.19702,0,1,1
1900000,127.927431,55.136057,25.11087,1,2,1
2000000,88.25785,55.151574,25.132519,1,2,0
1000000,85.00624499999999,55.276951,25.186836,1,1,0
1690000,165.088631,55.13609,25.113366,2,2,1
789999,70.234668,55.136283,25.07851,1,1,0
4100000,226.68332,55.277978,25.207533,2,3,1
999999,77.666908,55.271959,25.19079,1,2,1
1275000,119.101646,55.270168000000005,25.19752,2,3,0
2900000,241.826509,55.112014,25.123294,3,4,1
8950000,261.336139,55.273465,25.190443,4,5,1
1600000,228.076865,55.146464,25.087979,2,4,0
2587000,112.505533,55.14736,25.086376,2,2,2
914888,85.099148,55.289787,25.01057,2,3,0
610577,71.628213,55.206373,25.048095,1,1,1
500000,79.98948299999999,55.137291000000005,25.044519,1,2,0
14570000,300.634108,55.168509,25.10355,3,4,1
948307,73.579176,55.311826,25.176965,1,2,1
1890000,118.637131,55.147768000000006,25.086575,2,2,1
1250000,195.09629999999999,55.16421999999999,25.006838,2,2,1
3750000,211.725937,55.135714,25.110525,3,3,1
3200000,183.576328,55.270677,25.191719,3,3,1
650000,99.034598,55.247959,25.046667000000003,1,2,0
1398000,88.815268,55.260502,25.20532,1,2,1
1300000,191.658889,55.143825,25.074521,2,4,1
3950000,360.649446,55.146464,25.087979,3,6,0
1299999,134.70935,55.134763,25.078122,2,3,1
906888,103.12233,55.206373,25.048095,2,3,1
395000,40.598611,55.143728,25.071616,0,1,1
2500000,140.469336,55.14847,25.104115,1,2,2
5796888,172.892483,55.271449,25.195237,3,4,0
2900000,186.456321,55.25277,25.240419,3,4,0
1700000,111.4836,55.25277,25.240419,2,3,0
1250000,166.946691,55.149141,25.030322,3,4,0
745000,118.172616,55.200053,25.060394,1,1,0
3500000,167.2254,55.148449,25.104582,2,2,0
890000,70.048862,55.171838,25.088533,1,1,0
1000000,64.939197,55.138949,25.074286,1,2,1
1200000,223.710424,55.297034,25.00373,3,3,1
1700000,108.139092,55.344345,25.204135,2,3,1
2800000,149.295121,55.280912,25.200926000000003,3,3,1
770000,74.97272099999999,55.142415,25.085047,1,2,0
1900000,165.553146,55.177657,25.108984,3,4,1
540000,35.024431,55.243556000000005,25.062083,0,1,1
4500000,330.177262,55.149869,25.090214000000003,3,5,0
1250000,89.837201,55.281314,25.192975,1,2,0
2400000,160.071869,55.142382,25.108728,2,3,0
1350000,82.776573,55.260565,25.184884,2,3,1
3800000,226.404611,55.28205,25.211032,3,3,1
2650000,134.616447,55.276331000000006,25.200879,2,3,1
4700000,202.900152,55.276331000000006,25.200879,3,5,2
325000,51.468262,55.205122,25.048001,0,1,1
820845,45.801179,55.308533,25.177819,1,1,0
1785000,222.781394,55.170272,25.096219,4,3,0
1399000,114.921011,55.171022,25.089515,2,2,0
390000,73.39337,55.37796,25.119354,1,1,1
1540000,59.45792,55.126527,25.072569,1,2,1
1483350,83.519797,55.308533,25.177819,2,2,0
1550000,102.657815,55.139802,25.081265,1,2,1
689999,98.848792,55.297034,25.00373,2,2,1
425000,47.38053,55.200832,25.049808,0,1,0
2450000,109.718443,55.126527,25.072569,2,3,0
16200000,371.612,55.26667,25.183515,2,2,0
2700000,255.018735,55.31296700000001,25.099422,2,3,0
740000,67.354675,55.365799,25.195295,1,1,1
675000,82.033349,55.283111,25.01551,2,2,1
1650000,126.719692,55.171838,25.088533,2,2,0
1900000,81.75464,55.271342,25.198796,1,1,0
550000,116.686168,55.201959,25.03439,2,2,0
950000,91.04494,55.148529,25.07887,1,2,0
1100000,133.873223,55.171237,25.094713,2,2,1
2100000,155.891234,55.277512,25.186457,2,3,0
2290000,133.966126,55.280919,25.19331,2,3,0
1110200,65.0321,55.309922,25.176686,1,2,1
1699000,175.58667,55.136449,25.111229,1,2,1
700000,66.239839,55.271015000000006,25.180869,0,1,1
490000,63.17404,55.291467,25.010196,1,1,0
808000,124.49002,55.290055,25.010066,3,3,2
4996000,150.595763,55.151574,25.132519,2,3,1
16500000,453.08793099999997,55.152216,25.132445,3,4,1
650000,84.263021,55.245835,25.045763,1,2,0
4000000,189.057605,55.15864200000001,25.078492,3,4,1
590000,61.873398,55.134775,25.069473,1,1,0
4500000,118.079713,55.276331000000006,25.200879,2,3,1
2100000,115.385526,55.279641000000005,25.187855,2,3,1
1950000,130.0642,55.27216899999999,25.192132,2,3,1
650000,73.857885,55.154686,25.027786,1,2,2
2300000,136.56741,55.280919,25.19331,2,3,1
1110888,62.152107,55.292343,25.184483,0,1,1
2000000,147.901576,55.344345,25.204135,3,4,1
1300000,126.905498,55.178082,25.110967,2,2,0
675000,84.263021,55.245835,25.045763,1,1,0
1125000,78.410132,55.244923,25.107984,1,1,0
3499900,221.016237,55.275202,25.191285,3,3,1
3378000,140.840948,55.14668100000001,25.087147,2,3,2
4202898,163.880892,55.341761,25.227295,2,3,0
1000000,65.682421,55.343628,25.226946,1,1,0
749000,52.118583,55.343628,25.226946,0,1,0
4300000,212.654967,55.341761,25.227295,3,4,0
3650000,176.422797,55.126352,25.07359,3,4,1
677250,37.811521,55.246463,25.018888,0,1,1
982800,54.905673,55.246463,25.018888,1,1,1
950000,129.042267,55.138246,25.065886,1,1,1
936000,72.46433999999999,55.441623,25.22724,1,2,1
825888,69.212735,55.207712,25.051448,1,2,0
835000,82.68367,55.204243000000005,25.049772,1,2,1
1500000,145.021583,55.141025,25.069929,3,3,0
425000,56.577927,55.199936,25.051302,0,1,1
1349000,178.466663,55.218272,25.038978,3,4,1
980000,101.171367,55.2121,25.051384,2,3,1
4600000,248.794234,55.263127,25.204058,3,4,1
615000,72.092728,55.206417,25.029767,1,2,1
1770000,150.967375,55.277512,25.186457,2,3,1
1512888,56.392121,55.271797,25.195483,1,2,1
1195000,85.377857,55.276396,25.188671,1,2,0
1600000,111.669406,55.280662,25.203035,2,3,0
1399999,191.658889,55.143825,25.074521,2,3,1
400000,40.598611,55.212062,25.065988,0,1,1
649888,29.171542,55.138635,25.112193,0,1,1
2750000,140.28353,55.12067,25.079276,2,3,1
1300000,117.893907,55.16822,25.092075,2,2,1
1200000,139.633209,55.148929,25.089463,3,3,0
475000,44.872149,55.212062,25.065988,1,2,1
1825000,202.714346,55.367945,25.218977,3,3,1
1550000,59.365017,55.126527,25.072569,1,2,0
2320000,107.76748,55.135003000000005,25.082647,1,2,1
1425000,157.00607,55.151252,25.080238,2,2,1
4500000,235.04459,55.269309,25.191634,3,4,1
3200000,348.943668,55.140209,25.069852,4,4,0
3050000,181.904074,55.147768000000006,25.086575,3,5,0
850000,138.611276,55.212062,25.065988,2,3,1
16950000,455.875021,55.289173,25.188556,3,2,2
1300000,88.25785,55.145574,25.087251,1,2,1
1650000,115.292623,55.273196,25.189617,2,3,1
1650000,123.096475,55.273196,25.189617,2,3,1
2300000,163.044765,55.273196,25.189617,3,4,1
850000,70.60628,55.134233,25.077072,0,1,1
4949999,224.82526,55.260897,25.202965,3,4,0
1000000,85.00624499999999,55.276951,25.186836,1,1,1
2800000,140.004821,55.270983,25.201718,2,3,0
1200000,111.576503,55.177657,25.108984,2,3,0
1350000,202.900152,55.198917,25.057022,2,2,1
690000,79.153356,55.140241,25.065571,1,2,1
1423000,71.721116,55.188957,25.137409,1,1,0
1590000,110.740376,55.150381,25.090136,2,2,1
750000,82.68367,55.14874,25.090418,1,2,1
1400000,138.146761,55.281004,25.18984,2,3,0
7900000,221.573655,55.271884,25.194282,3,4,1
425000,61.780495,55.228215000000006,24.942372,1,1,1
2325000,124.304214,55.281487,25.192871,2,3,1
2700000,153.197047,55.27305500000001,25.190262,2,3,0
3195000,233.558142,55.148688,25.083483,3,4,1
1100000,120.216482,55.169499,25.095723,2,2,1
1300000,175.215058,55.14684499999999,25.107086,2,3,1
3199999,182.926007,55.270677,25.191719,3,3,1
530000,65.0321,55.156274,25.026312,1,1,1
3600000,161.558317,55.148162,25.105166,2,3,1
330000,58.900502,55.370649,25.101565,1,1,1
3600000,190.45115,55.13684,25.076576,3,4,0
500000,49.424396,55.146035,25.077009,0,2,1
2000000,122.074542,55.145574,25.087251,2,3,1
3110000,143.99965,55.26884,25.195542,3,3,0
1240000,73.39337,55.153066,25.125477,1,1,0
888000,66.239839,55.138949,25.074286,1,2,0
1300000,90.487522,55.27839399999999,25.187129,1,2,1
3615000,140.748045,55.13193100000001,25.0799,2,2,0
970000,63.638555,55.26667,25.183515,1,2,1
2175000,121.888736,55.14736,25.086376,2,3,1
350000,66.425645,55.365680000000005,25.111535,1,1,1
500000,115.10681699999999,55.365680000000005,25.111535,2,3,1
1300000,138.797082,55.295714,25.150828,2,2,1
750000,93.553321,55.271015000000006,25.180869,1,2,2
4499000,150.50286,55.235827,25.215192,1,2,1
1483888,56.763733,55.271797,25.195483,1,2,1
570000,83.6127,55.137728,25.063302,1,2,0
1390000,107.953286,55.280473,25.201842000000003,2,3,1
1650000,176.5157,55.148385,25.087042,3,4,1
2900000,287.07027,55.135006,25.07662,3,5,1
1595000,127.834528,55.145205,25.086726,2,3,0
1100000,87.32882,55.269696,25.19719,1,2,0
900000,91.881067,55.247980000000005,25.109367,1,2,1
325000,59.829532,55.389588,25.117158,0,1,1
1700000,150.131248,55.294217,25.233787,2,2,1
580000,105.630711,55.220697,25.039066,1,2,1
3450000,167.2254,55.148162,25.105166,2,3,0
1700000,182.647298,55.151503000000005,25.079501,2,2,1
1855000,133.873223,55.345967,25.20863,3,3,1
999999,77.852714,55.27389599999999,25.191404,1,1,1
6474000,318.192775,55.25277,25.240419,4,5,0
1266000,66.146936,55.138635,25.112193,1,2,1
1999995,260.1284,55.150625,25.089833,3,4,1
650000,98.848792,55.291467,25.010196,2,2,1
1100000,133.873223,55.171259,25.09516,2,2,0
1825000,124.118408,55.271342,25.198796,2,3,1
750000,167.782818,55.365680000000005,25.111535,3,3,2
1950000,112.877145,55.2758,25.171461,2,3,2
18614888,500.096849,55.272126,25.196489,4,6,1
2063888,100.149434,55.28019499999999,25.191642,2,2,0
2060888,100.05653099999999,55.28019499999999,25.191642,2,2,0
1926888,94.389448,55.28019499999999,25.191642,2,2,0
1979888,97.269441,55.28019499999999,25.191642,2,2,0
2079888,94.389448,55.28019499999999,25.191642,2,2,0
1300000,82.776573,55.134432,25.075284,1,2,1
399950,39.112163,55.285212,25.145146,0,1,1
1245888,90.859134,55.34911,25.201227,2,2,1
2547000,130.157103,55.134126,25.079895,2,3,1
1400000,123.932602,55.137779,25.074167000000003,2,2,2
414000,41.80635,55.200783,25.046296,0,1,2
935000,125.41905,55.200783,25.046296,2,3,2
1286000,139.3545,55.20458000000001,25.056225,3,4,2
940000,102.1933,55.20458000000001,25.056225,2,3,2
1398000,148.6448,55.207733,25.051513,3,4,2
625000,69.67725,55.207733,25.051513,1,2,2
679000,38.09023,55.283141,25.188065,1,1,1
2930000,140.469336,55.12067,25.079276,2,3,0
35000000,682.465438,55.168509,25.10355,4,5,0
425000,49.424396,55.152381000000005,25.080143,0,1,0
620000,74.3224,55.20955,25.04866,1,2,2
1175000,148.6448,55.20955,25.04866,3,4,2
759000,83.6127,55.20955,25.04866,2,3,2
2585000,190.915665,55.144174,25.111943,2,1,1
1325000,117.42939199999999,55.244923,25.107984,2,2,1
510000,86.957208,55.39684499999999,25.119491,2,3,0
1220000,111.762309,55.209391,25.060106,2,3,1
850000,133.966126,55.246714,25.046706,2,2,0
1250000,76.923684,55.158801,25.078353,1,2,0
3000000,171.034423,55.270758,25.198316,3,5,1
1390000,66.611451,55.273056,25.190267,1,1,1
2200000,166.110564,55.137997,25.075017000000003,3,4,0
656000,67.540481,55.200762,25.046383,1,2,0
2990000,162.208638,55.145574,25.087251,3,4,1
1000000,174.65764,55.242224,25.045763,2,2,0
443000,39.297969,55.200697,25.046296,0,1,0
2600000,137.49644,55.344741000000006,25.207227,3,4,2
2110000,71.163698,55.135003000000005,25.082647,1,2,1
1880000,74.97272099999999,55.135003000000005,25.082647,1,2,1
1600000,137.217731,55.16954200000001,25.090953,2,2,1
2300000,125.41905,55.270677,25.191719,2,2,1
1123000,87.32882,55.291718,25.186023,1,1,0
5700000,375.51392599999997,55.278772,25.212018,4,5,1
600000,92.903,55.246264,25.046409,1,2,0
1650000,172.892483,55.149287,25.085305,2,2,1
1095000,113.806175,55.144318000000005,25.080444,2,2,2
950000,129.042267,55.138246,25.065886,1,2,0
1120000,121.238415,55.174096,25.090455,2,2,1
1300000,70.699183,55.168784,25.096545000000003,1,1,1
2250000,207.45239899999999,55.16822,25.092075,3,4,1
1200000,81.475931,55.277978,25.207533,1,2,1
1350000,126.440983,55.247980000000005,25.109367,2,2,0
615000,76.366266,55.20598,25.037236,1,2,1
1900000,142.884814,55.270677,25.191719,2,3,1
1695000,124.304214,55.136798,25.111433,1,2,1
500000,70.699183,55.148208,25.088606,1,2,0
1200000,83.148185,55.132694,25.074307,1,2,1
1650000,103.029427,55.128758,25.06873,2,3,1
3799900,146.78674,55.282429,25.194547,2,2,0
2250000,206.151757,55.2727,25.193656,2,3,0
1200000,78.96755,55.280919,25.19331,1,2,0
3990000,218.507856,55.147768000000006,25.086575,4,4,0
1895000,182.833104,55.247980000000005,25.109367,3,4,1
950000,86.957208,55.141261,25.081634,1,2,0
1288888,68.934026,55.2758,25.171461,1,2,0
1288888,68.934026,55.2758,25.171461,1,2,0
1288888,68.934026,55.2758,25.171461,1,2,1
4900000,248.794234,55.277061,25.193542,3,5,0
5045846,161.65122,55.15451,25.126233,2,2,1
1780000,76.366266,55.276331000000006,25.200879,1,2,1
350000,35.117334,55.156948,25.026191,0,1,1
2100000,182.926007,55.247980000000005,25.109367,3,3,1
615000,76.366266,55.20598,25.037236,1,2,1
2395000,174.193125,55.136939,25.077213,3,3,1
654000,57.971472,55.146948,25.081576,1,1,0
1599999,109.62554,55.146759,25.088431,2,2,1
600000,49.23859,55.28406,25.187662,0,1,2
3000000,162.208638,55.145574,25.087251,3,4,0
1250000,87.51462599999999,55.28205,25.211032,1,2,1
624888,29.821863,55.138103,25.111902,0,1,2
1950000,209.589168,55.367945,25.218977,3,4,1
2702000,96.061702,55.151405,25.132021,1,2,1
4610000,166.203467,55.126352,25.07359,2,3,1
1980000,65.496615,55.126352,25.07359,1,2,1
5800000,240.61877,55.126352,25.07359,4,5,1
3650000,182.74020099999998,55.126352,25.07359,2,3,1
1300000,124.768729,55.168887,25.093319,2,2,2
1600000,160.815093,55.136014,25.079453,2,3,1
2140000,71.163698,55.126352,25.07359,1,2,1
3300000,209.03175,55.137575,25.110559,3,3,0
1550000,96.61912,55.284974,25.193806,1,2,1
2250000,128.020334,55.274196,25.197316,1,2,2
888888,75.25143,55.27969,25.192054,1,1,1
399000,35.30314,55.15669499999999,25.027786,0,1,2
815000,79.617871,55.171744,25.090661,1,1,1
5750000,239.132322,55.138714,25.083858,3,4,1
1175000,101.078464,55.277512,25.186457,1,2,1
1049950,116.871974,55.147627,25.087751,2,2,1
1650000,147.62286699999999,55.142546,25.111681,2,2,1
1359000,91.97397,55.294217,25.233787,1,2,1
1600000,102.657815,55.280473,25.201842000000003,2,3,0
1650000,160.257675,55.26991,25.191107,2,3,0
2950000,240.61877,55.14925,25.084336,4,5,1
1700000,144.92867999999999,55.277919,25.186913,2,3,1
1500000,234.85878399999999,55.166634,25.093596,3,3,1
595000,56.949539,55.137461,25.072316,1,2,1
1075000,158.213809,55.295016,25.158106,2,2,0
695000,136.939022,55.214303,25.057252,2,3,0
1200000,119.473258,55.135515000000005,25.07715,2,2,0
1120000,119.473258,55.174096,25.090455,2,2,0
950000,71.906922,55.270168000000005,25.19752,1,2,0
1761627,94.575254,55.2758,25.171461,1,1,1
828241,62.24501,55.311826,25.176965,1,2,1
1439112,104.887487,55.311826,25.176965,2,3,1
1650000,114.084884,55.311826,25.176965,2,3,1
3499000,534.842571,55.141933,25.079385,4,5,1
1350000,130.0642,55.13154,25.073146,2,3,1
1999950,174.193125,55.146735,25.082518,2,3,1
1225000,157.9351,55.15463199999999,25.027686,3,4,1
750000,122.724863,55.201659,25.059555,2,3,1
3950000,243.498763,55.275199,25.206412,3,3,1
3700000,141.026754,55.282343,25.194761,2,3,1
