price,size_in_m_2,longitude,latitude,no_of_bedrooms,no_of_bathrooms,quality
15873000,500.096849,55.272126,25.196489,4,5,2
1050000,79.89658,55.271002,25.196398,1,2,1
1450000,111.297794,55.271023,25.19702,2,3,1
603000,92.624291,55.20790699999999,25.056706,1,2,1
5399990,240.61877,55.135003000000005,25.082647,4,4,1
2300000,109.62554,55.135003000000005,25.082647,2,3,1
1599999,137.310634,55.16954200000001,25.090953,2,2,0
1235251,79.246259,55.305441,25.17299,2,2,1
590000,70.420474,55.174064,25.091283,1,1,2
1599900,134.70935,55.278912,25.187093,2,3,1
460000,75.158527,55.247508,25.045243,0,1,1
700000,70.513377,55.139829000000006,25.067019,1,2,1
699503,79.153356,55.21335,25.050227,1,2,3
1199789,129.320976,55.21335,25.050227,3,4,3
620502,79.060453,55.20955,25.04866,1,2,3
759502,78.781744,55.20955,25.04866,2,3,3
1204504,169.08346,55.20955,25.04866,3,4,3
661300,62.988234,55.200783,25.046296,1,2,3
954206,121.888736,55.200783,25.046296,2,3,3
995786,147.901576,55.212972,25.051528,2,3,3
1045734,147.901576,55.212972,25.051528,2,3,2
670728,67.633384,55.202273,25.060439,1,2,1
1800000,71.999825,55.14736,25.086376,1,2,1
2050000,137.49644,55.141977,25.081622,2,3,1
439205,37.254103,55.200783,25.046296,0,1,1
660606,62.988234,55.200783,25.046296,1,2,3
619490,79.060453,55.20955,25.04866,1,2,3
692503,69.770153,55.21335,25.050227,1,2,3
660600,62.709525,55.200783,25.046296,1,2,3
954502,121.795833,55.200783,25.046296,2,3,3
630205,80.82561,55.212972,25.051528,1,2,3
990876,147.901576,55.212972,25.051528,2,3,3
670728,67.633384,55.202273,25.060439,1,2,1
620720,74.601109,55.20955,25.04866,1,2,1
759081,92.717194,55.20955,25.04866,2,3,3
2200000,183.297619,55.144879,25.084418,3,2,1
1019000,85.00624499999999,55.276951,25.186836,1,1,1
1050000,77.852714,55.272402,25.19045,1,2,1
1199000,78.781744,55.145574,25.087251,1,2,1
2000000,135.545477,55.15794,25.078859,2,3,1
1450000,77.852714,55.14736,25.086376,1,2,1
1800000,145.579001,55.34505600000001,25.2065,2,3,1
848950,69.67725,55.171838,25.088533,1,1,1
992888,59.179211,55.138103,25.111902,1,1,1
525000,30.657989999999998,55.306951,25.172418,0,1,1
750000,56.392121,55.343628,25.226946,0,1,0
280000,35.953461,55.20663,25.053111,0,1,0
1650000,185.806,55.145799,25.109267000000003,3,4,1
1975000,128.763558,55.147768000000006,25.086575,2,3,1
1900000,128.763558,55.147768000000006,25.086575,2,3,1
759502,88.815268,55.20955,25.04866,2,3,3
661205,62.337913,55.200783,25.046296,1,2,3
965789,121.981639,55.200783,25.046296,2,3,3
630503,69.770153,55.212972,25.051528,1,2,3
990598,132.386775,55.212972,25.051528,2,3,3
4365888,158.771227,55.268641,25.195236,3,3,1
1250000,142.60610499999999,55.288017,25.145181,2,2,1
3499999,211.911743,55.141387,25.116492,3,4,1
1750000,95.132672,55.277077,25.195098,1,2,0
1900000,133.966126,55.277061,25.193542,1,2,0
1800000,201.042092,55.142559,25.078967,3,2,1
3000000,191.008568,55.274196,25.197316,2,4,1
2199950,140.28353,55.282665,25.194935,2,3,1
620504,76.18046,55.20955,25.04866,1,2,3
759503,90.859134,55.20955,25.04866,2,3,3
954503,122.074542,55.200783,25.046296,2,3,3
630504,66.704354,55.212972,25.051528,1,2,3
950504,131.457745,55.212972,25.051528,2,3,3
1650000,135.173865,55.278912,25.187093,2,3,0
610000,69.305638,55.206373,25.048095,1,2,3
929999,101.542979,55.20955,25.04866,2,3,3
626999,88.25785,55.20955,25.04866,1,2,3
1900000,130.0642,55.271342,25.198796,2,3,1
1250000,231.32847,55.206373,25.048095,3,4,3
440500,48.30956,55.21335,25.050227,0,1,3
620503,77.574005,55.20955,25.04866,1,2,3
1190502,138.611276,55.20955,25.04866,3,4,3
850000,54.998576,55.12856899999999,25.069259,1,1,0
661615,64.288876,55.200783,25.046296,1,2,1
954366,122.260348,55.200783,25.046296,2,3,3
895000,91.230746,55.138325,25.073185,2,2,0
766000,43.478604,55.283015,25.187004,1,2,3
619502,79.060453,55.20955,25.04866,1,2,3
2750000,203.922085,55.244923,25.107984,3,2,1
1200000,100.799755,55.244958,25.020437,2,3,0
440000,40.87732,55.173463,25.091939,0,1,1
2050906,342.626264,55.214103,25.064662,4,5,1
1400000,69.67725,55.139276,25.0967,1,2,1
2450000,111.4836,55.139276,25.0967,2,3,1
1175000,69.212735,55.141275,25.09938,1,2,1
1500000,119.101646,55.159380000000006,25.077955,2,2,1
731000,86.678499,55.398989,25.167982,2,2,1
1500000,89.930104,55.145574,25.087251,1,2,0
2500000,113.620369,55.14847,25.104115,1,2,1
700000,77.016587,55.138353,25.067476,1,1,0
1200000,59.272114,55.135003000000005,25.082647,1,1,0
14560000,300.448302,55.138932,25.113208,3,4,1
2150000,93.460418,55.144753,25.08333,2,2,1
3100000,185.341485,55.270677,25.191719,3,5,1
1390000,164.902825,55.141064,25.083121,3,3,1
1350000,174.843446,55.14066,25.082397,3,4,2
1900000,99.127501,55.138542,25.074958,2,2,1
1130000,113.899078,55.138122,25.078613,2,2,1
468999,111.948115,55.246629000000006,25.003373,1,1,0
503000,70.420474,55.250658,25.004319,1,2,0
308999,45.894082,55.249599,25.005973,0,1,0
599900,77.016587,55.2121,25.051384,1,2,0
2100000,154.497689,55.150381,25.090136,2,3,1
1300000,179.488596,55.243608,25.044961,3,4,1
2249888,102.472009,55.274196,25.197316,1,2,2
3999888,152.268017,55.274196,25.197316,2,3,2
290000,40.598611,55.223732,24.934402,0,1,1
1000000,67.354675,55.128814,25.068933,1,2,1
550000,81.940446,55.223732,24.934402,1,2,1
400000,47.937948,55.211718000000005,24.946417,0,1,1
700000,129.13517,55.362565,25.115211,2,3,0
5500000,141.305463,55.235827,25.215192,1,2,1
2400000,97.455247,55.270189,25.201204,1,2,2
748888,39.669581,55.2699,25.187683,0,1,1
1400000,87.607529,55.260897,25.202965,1,2,1
2200000,214.977542,55.14512,25.081243,3,4,2
1650000,166.575079,55.14041,25.078367,2,3,1
725000,88.25785,55.14935,25.022618,2,3,1
900000,171.406035,55.246843000000005,25.045501,2,2,0
950000,111.297794,55.147627,25.087751,2,2,0
2000000,156.07704,55.173227,25.086886,3,4,0
1600000,107.953286,55.345908,25.209767000000003,2,3,2
1971905,133.873223,55.345967,25.20863,3,3,1
1600000,233.372336,55.209389,25.058746,2,3,1
1299999,83.241088,55.285778,25.185311,1,2,1
1525000,86.771402,55.277388,25.190044,1,2,1
2800000,220.18010999999998,55.2861,25.185772,3,4,1
1095000,120.309385,55.169499,25.095723,2,2,1
720000,54.255352,55.26667,25.183515,0,1,1
1300000,78.96755,55.171065000000006,25.088903,1,1,0
2700000,191.008568,55.274196,25.197316,2,4,0
3500000,330.920486,55.140297,25.078491,3,5,0
1280000,111.4836,55.247980000000005,25.109367,2,2,1
1600000,130.807424,55.16954200000001,25.090953,2,1,0
725000,75.623042,55.198896,25.049301,1,2,0
1305000,124.304214,55.139829000000006,25.067019,2,3,1
1675000,127.834528,55.145205,25.086726,2,3,0
1400000,130.250006,55.13821899999999,25.080327,2,3,1
1550000,78.410132,55.270758,25.198316,1,2,1
493314,38.833454,55.245729,25.07001,0,1,1
2100000,133.129999,55.277061,25.193542,2,3,1
1750000,151.896405,55.278947,25.187622,2,3,0
1875000,93.646224,55.151574,25.132519,1,2,1
400000,27.499288,55.175364,25.096869,0,1,0
1350000,153.28995,55.151503000000005,25.079501,2,3,1
795000,54.998576,55.128758,25.06873,1,1,1
1450000,126.533886,55.247980000000005,25.109367,2,3,1
1150000,120.7739,55.14874,25.090418,2,3,1
849000,70.141765,55.171838,25.088533,1,1,1
555000,63.17404,55.207037,25.048292,1,2,1
2400000,134.988059,55.270758,25.198316,2,3,1
8924888,421.315105,55.26942,25.195039,4,5,1
4100000,166.29637,55.271342,25.198796,3,4,1
1550000,127.64872199999999,55.135515000000005,25.07715,2,3,1
2000000,134.059029,55.270677,25.191719,2,3,1
1750000,162.022832,55.289442,25.226577,2,3,1
2750000,273.041917,55.289442,25.226577,3,4,1
1300000,134.988059,55.289442,25.226577,1,2,0
4150000,322.001798,55.289442,25.226577,4,5,1
1250000,116.035847,55.289442,25.226577,2,2,1
3650000,133.315805,55.270758,25.198316,2,2,1
9900000,238.017486,55.27079200000001,25.201424,4,5,1
2425000,182.647298,55.276133,25.189236,3,4,1
1299000,120.7739,55.281666,25.190874,2,2,1
5499999,386.011965,55.289442,25.226577,4,5,0
1390000,123.468087,55.16954200000001,25.090953,2,2,0
620000,70.977892,55.245051,25.069327,1,2,0
1290000,185.155679,55.211204,25.06727,3,4,1
880000,69.770153,55.171838,25.088533,1,1,0
780000,37.254103,55.275543000000006,25.184351,0,1,1
1410888,69.305638,55.139276,25.0967,1,2,1
3500000,137.960955,55.268641,25.195236,3,3,1
1150000,74.415303,55.342824,25.208511,1,2,1
1550000,123.932602,55.16954200000001,25.090953,2,2,0
1350000,145.764807,55.255571,25.020894,2,3,1
680000,39.94829,55.170186,25.09072,0,1,1
697790,57.59986,55.245729,25.07001,1,2,0
950000,71.349504,55.135687,25.075974,1,1,1
1300000,99.963628,55.132694,25.074307,1,2,1
1850000,130.621618,55.270677,25.191719,2,3,1
860000,126.162274,55.246714,25.046706,2,3,0
2150000,158.957033,55.270983,25.201718,2,3,1
2000000,218.507856,55.131088,25.071448,2,2,0
1500000,106.002323,55.345908,25.209767000000003,2,3,1
2500000,168.804751,55.271342,25.198796,3,4,2
730000,87.886238,55.144174,25.073851,1,2,1
2800000,272.856111,55.289442,25.226577,3,4,1
1500000,176.701506,55.139147,25.08058,3,4,1
1471888,92.717194,55.24734,25.111805,2,2,0
1199999,126.440983,55.204243000000005,25.049772,2,3,1
1602000,125.326147,55.279295,25.180861,3,3,2
1200000,95.225575,55.278974,25.209806,1,2,0
2300000,173.635707,55.142615,25.115747,2,2,1
2225000,128.020334,55.274196,25.197316,1,2,1
2100000,178.095051,55.31296700000001,25.099422,1,1,0
2300000,177.909245,55.31296700000001,25.099422,2,2,0
2350000,171.684744,55.280919,25.19331,2,2,0
2000000,119.84487,55.145574,25.087251,2,3,1
2200000,138.146761,55.145574,25.087251,2,3,1
2499950,144.278359,55.133788,25.075454,2,3,1
1700000,164.43831,55.138654,25.116329,2,3,1
1949888,105.816517,55.14145500000001,25.099744,2,2,1
5796888,172.892483,55.271449,25.195237,3,4,1
1100000,121.052609,55.148293,25.105959,1,2,2
2450000,224.267842,55.140521,25.111822,3,4,1
999998,125.511953,55.167857,25.093562,2,2,1
3100000,289.485748,55.367945,25.218977,3,5,1
1650000,134.70935,55.278912,25.187093,2,3,0
1100000,86.678499,55.278912,25.187093,1,2,0
575000,76.366266,55.239772,25.060523,1,2,1
720000,97.733956,55.245559,25.06705,2,2,1
1700000,102.657815,55.268641,25.195236,2,3,1
1056711,62.616622,55.268641,25.195236,1,1,0
2500000,134.802253,55.276331000000006,25.200879,2,3,1
4500000,206.24466,55.276331000000006,25.200879,3,4,1
1898000,231.421373,55.247980000000005,25.109367,3,4,3
650000,91.04494,55.137728,25.063302,1,2,1
2900000,144.464165,55.271884,25.194282,2,3,0
590000,71.070795,55.142039,25.084397,1,2,0
1650000,127.834528,55.145205,25.086726,2,3,1
1800000,182.647298,55.139147,25.08058,2,3,1
1483888,69.212735,55.139276,25.0967,1,2,1
1390000,125.976468,55.128579,25.071504,2,3,1
2000000,271.369663,55.13738000000001,25.080787,4,5,1
1250000,98.662986,55.284662,25.193641,2,3,1
965000,93.088806,55.284662,25.193641,1,2,1
2300000,127.27711,55.131009,25.072573,2,3,2
350000,71.53531,55.36901999999999,25.107743,1,1,1
1050000,71.349504,55.135687,25.075974,1,2,1
530000,52.861807,55.140806000000005,25.071246,1,1,1
799000,94.389448,55.2121,25.051384,2,3,1
400000,63.452749,55.205661,25.042351,1,2,1
440000,73.39337,55.207506,25.064018,1,1,1
799000,124.768729,55.205119,25.041304,2,3,0
600000,71.163698,55.142462,25.034563,1,2,1
1250000,197.976293,55.25028199999999,25.045775,3,3,0
650000,57.506957,55.277238,25.18195,1,1,1
670000,82.219155,55.293914,25.005442,2,2,1
999000,81.75464,55.26991,25.191107,1,1,0
1650000,140.933851,55.27095500000001,25.19049,2,3,2
700000,79.060453,55.253595,25.012842000000003,1,2,1
2975000,259.663885,55.288017,25.145181,4,5,1
3600000,272.298693,55.141068,25.116077,3,4,1
3250000,376.535859,55.136122,25.114513,3,3,1
650000,93.460418,55.256553,25.00292,2,2,1
870000,132.944193,55.289975,25.008885,3,3,1
4300000,374.027478,55.31296700000001,25.099422,3,4,0
1230000,70.60628,55.2758,25.171461,1,2,1
1250000,147.71577,55.143347,25.112604,2,4,1
4200000,376.535859,55.13609,25.113366,3,4,0
930000,99.40621,55.183351,25.024387,2,2,0
1600000,164.159601,55.171817,25.094635,3,2,0
2700000,170.755714,55.274545,25.191527,3,4,1
1399999,114.921011,55.171022,25.089515,2,2,0
2400000,107.210062,55.12154,25.079537,1,1,1
1180000,120.216482,55.135515000000005,25.07715,2,3,1
1050000,138.42547,55.129647,25.068151,2,3,0
2495000,107.302965,55.12324,25.077424,1,2,1
370000,39.112163,55.214533,25.066475,0,1,2
1600000,102.56491199999999,55.280662,25.202977,2,2,0
2400000,171.87055,55.14874,25.090418,3,4,0
2100000,225.75429,55.13684,25.076576,2,3,0
1200000,182.74020099999998,55.271015000000006,25.180869,2,4,2
620190,78.03852,55.20955,25.04866,1,2,1
759000,83.148185,55.20955,25.04866,2,3,1
919000,49.145687,55.142624,25.082217,0,1,1
2399998,124.304214,55.280919,25.19331,2,3,1
759000,83.148185,55.20955,25.04866,2,2,2
1190500,146.322225,55.20955,25.04866,3,4,2
620190,78.03852,55.20955,25.04866,1,2,2
1190000,146.322225,55.20955,25.04866,3,4,2
620190,78.03852,55.20955,25.04866,1,2,1
759000,83.148185,55.20955,25.04866,2,3,1
1190500,146.322225,55.20955,25.04866,3,4,1
1750000,137.49644,55.141711,25.081421,2,2,1
1430000,80.639804,55.147768000000006,25.086575,1,2,1
2500000,260.1284,55.288017,25.145181,3,4,1
2500000,134.244835,55.282665,25.194935,2,2,1
3119900,98.198471,55.138932,25.113208,1,1,0
2649999,260.964527,55.313162,25.100921,2,3,1
620190,78.03852,55.20955,25.04866,1,2,1
759000,83.148185,55.20955,25.04866,2,2,1
2000000,119.101646,55.145574,25.087251,2,2,1
1190500,146.322225,55.20955,25.04866,3,3,1
1800000,108.417801,55.271023,25.19702,2,2,1
620190,78.03852,55.20955,25.04866,1,2,1
759000,83.148185,55.20955,25.04866,2,3,1
900000,96.990732,55.178082,25.110967,1,2,0
629999,70.048862,55.173061,25.093469,1,1,1
849000,71.814019,55.177657,25.108984,1,2,0
1190500,146.136419,55.20955,25.04866,3,4,1
1991888,96.712023,55.268641,25.195236,1,2,0
2850000,117.243586,55.269439,25.194186,2,2,1
1396000,78.874647,55.134126,25.079895,1,2,1
1525000,68.655317,55.269439,25.194186,1,1,1
3500000,118.079713,55.276331000000006,25.200879,2,3,0
3100000,269.697409,55.140806000000005,25.071246,3,4,1
1600000,106.83845,55.268641,25.195236,2,3,0
1926888,69.398541,55.141275,25.09938,1,2,0
1254888,89.093977,55.247629,25.114013,2,3,1
2900000,137.868052,55.271342,25.198796,2,3,1
1550000,183.483425,55.139716,25.115834,2,3,1
2900000,279.359321,55.265426,25.19003,3,4,2
1276000,149.109315,55.267193000000006,25.01936,2,3,1
1790000,137.960955,55.267193000000006,25.01936,3,4,1
1700000,126.905498,55.132888,25.073778,2,3,1
949999,57.506957,55.14736,25.086376,1,1,1
1099000,134.151932,55.128579,25.071504,2,2,1
400000,41.527641,55.221523,25.035109,0,1,1
2400000,168.433139,55.132511,25.075624,3,3,0
500000,79.060453,55.207423,25.068608,1,2,1
2700000,163.230571,55.28205,25.211032,2,3,1
1284888,59.179211,55.269308,25.194328,1,2,1
574000,94.017836,55.20499,25.038808,2,3,1
1270888,59.179211,55.269308,25.194328,1,2,1
2200000,166.017661,55.145205,25.086726,3,3,1
1850000,182.74020099999998,55.291922,25.185823000000003,3,3,0
570000,65.310809,55.245559,25.06705,1,2,1
2800000,149.295121,55.274378000000006,25.197198,3,4,0
795000,152.546726,55.248748,25.0476,2,2,0
1599888,134.059029,55.278912,25.187093,2,3,2
1425000,167.2254,55.142538,25.110345,2,2,1
899000,119.380355,55.138519,25.081251,2,2,1
1599950,123.003572,55.137779,25.074167000000003,2,2,2
1399000,106.373935,55.145767000000006,25.110632,1,2,0
1750000,110.182958,55.27281800000001,25.191753,1,2,0
3500000,139.911918,55.282343,25.194761,2,3,0
2999999,232.2575,55.13738000000001,25.080787,3,2,2
2399950,140.190627,55.14925,25.084336,2,2,1
4500000,195.282106,55.123037,25.077982,3,4,1
2999999,155.519622,55.136286,25.072375,3,4,2
1500000,59.45792,55.126527,25.072569,1,2,1
3399999,109.718443,55.126527,25.072569,3,4,1
9999999,338.259823,55.126527,25.072569,4,5,1
1400000,57.228248,55.14736,25.086376,1,1,1
2490000,231.32847,55.146735,25.082518,3,4,1
410000,76.923684,55.150016,25.03335,1,2,1
799000,45.801179,55.308533,25.177819,1,1,1
395000,41.80635,55.137452,25.065736,0,1,2
1510000,161.744123,55.282216000000005,25.189020000000003,2,3,1
1500000,161.744123,55.282216000000005,25.189020000000003,2,3,1
1350000,102.657815,55.132798,25.073156,2,2,0
349000,37.1612,55.217377,25.060989000000003,1,1,0
426000,36.232169999999996,55.209389,25.058746,0,1,1
5650000,269.232894,55.140306,25.081974,5,4,1
3100000,271.090954,55.14066,25.082397,4,3,1
5500000,304.443131,55.14925,25.084336,5,4,1
620190,78.03852,55.20955,25.04866,1,2,1
759000,83.148185,55.20955,25.04866,2,3,1
1190500,146.322225,55.20955,25.04866,3,4,1
1600000,137.49644,55.142441000000005,25.082004,2,3,1
450000,67.540481,55.217965,25.039514,1,2,1
1395000,167.875721,55.14066,25.082397,3,4,1
3090000,159.235742,55.280662,25.202977,3,4,0
4100000,185.806,55.270189,25.201204,3,5,1
800000,161.558317,55.12918199999999,25.068292,2,3,2
720000,87.421723,55.135145,25.071718,1,2,1
494999,53.976643,55.291467,25.010196,1,1,1
780000,50.353426,55.138542,25.074958,0,1,1
4800000,266.910319,55.153599,25.123736,3,4,1
1250000,159.97896599999999,55.171427,25.091001,2,3,0
1499998,218.507856,55.131088,25.071448,2,2,0
349999,54.255352,55.201659,25.059555,1,2,1
1420888,133.594514,55.290055,25.010066,3,3,1
725888,65.0321,55.289786,25.010572,1,2,1
1010888,153.754465,55.289786,25.010572,2,2,1
2400000,165.36734,55.159461,25.077948000000003,3,3,1
1650000,172.892483,55.149287,25.085305,1,1,1
1698000,140.469336,55.25658000000001,25.183133,2,3,0
1800000,103.772651,55.119736,25.079247,1,2,1
1737000,108.046189,55.25277,25.240419,2,3,1
1271000,68.004996,55.25277,25.240419,1,2,1
4127000,182.647298,55.25277,25.240419,3,4,1
1230000,120.216482,55.135515000000005,25.07715,2,3,1
380000,63.081137,55.216245,25.064191,1,1,1
940000,85.00624499999999,55.276951,25.186836,1,1,1
2600000,259.292273,55.26250699999999,25.181311,4,6,1
1789999,190.45115,55.267035,25.191772,3,5,1
690000,66.332742,55.138863,25.081955,0,1,1
2100000,150.874472,55.270677,25.191719,2,2,1
2100000,142.977717,55.270677,25.191719,2,2,1
1600000,106.281032,55.14773,25.109306,1,2,2
625000,76.459169,55.14935,25.022618,1,2,1
658000,68.097899,55.20458000000001,25.056225,1,2,1
845000,79.803677,55.24055,25.064808,1,2,1
399990,46.823112,55.20955,25.04866,0,1,0
1550000,79.89658,55.14736,25.086376,1,2,0
2299000,216.278184,55.14512,25.081243,3,4,1
4100000,167.2254,55.126527,25.072569,2,2,1
12949888,283.911568,55.271884,25.194282,4,4,1
890000,107.302965,55.26418,25.189124,1,2,1
2140000,161.279608,55.145205,25.086726,3,3,1
701150,70.420474,55.139751,25.067137,1,2,2
1100000,104.05136,55.13691,25.073851,2,2,1
2999900,175.400864,55.274196,25.197316,2,2,1
1724900,101.821688,55.274196,25.197316,1,2,1
419000,91.97397,55.150016,25.03335,1,2,1
1250000,105.90942,55.133788,25.075454,1,2,1
415000,73.950788,55.40896600000001,25.167489,1,2,1
340000,76.923684,55.201444,25.035639,1,2,1
1254462,128.020334,55.148277,25.078148,2,3,2
250000,32.794759,55.390236,25.115934,0,1,0
750000,137.310634,55.206605,25.047032,2,4,1
1318000,116.593265,55.145205,25.086726,2,2,1
430000,43.478604,55.232983,25.065872,0,1,1
2100000,97.455247,55.27451800000001,25.197059,1,2,1
2949900,165.181534,55.274196,25.197316,2,3,1
1300000,133.873223,55.17514499999999,25.0902,2,2,1
1300000,123.56099,55.137779,25.074167000000003,2,2,1
950000,131.271939,55.244499,25.044286,2,3,1
1075000,61.501786,55.144753,25.08333,1,2,1
730000,70.699183,55.142559,25.078967,1,2,1
870000,91.137843,55.262255,25.186039,2,3,0
7500000,251.209712,55.282665,25.194935,4,5,2
1900000,105.816517,55.14145500000001,25.099744,2,2,2
875000,89.558492,55.142559,25.078967,2,2,1
1550000,165.088631,55.13609,25.113366,2,3,0
27500000,625.701705,55.235827,25.215192,4,5,1
1200000,201.413704,55.402921,25.125436,3,5,0
3600000,81.75464,55.27886899999999,25.194282,1,2,1
875000,128.20614,55.151898,25.0781,2,2,1
2100000,170.569908,55.277978,25.207533,2,2,1
475000,97.919762,55.386419,25.090365,2,2,1
3400000,271.090954,55.14066,25.082397,4,4,0
5500000,253.439384,55.274196,25.197316,3,4,2
2360000,159.049936,55.271884,25.194282,2,2,1
989888,130.0642,55.154654,25.027747,2,3,1
1253980,128.020334,55.148277,25.078148,2,3,2
712250,71.53531,55.148277,25.078148,1,2,2
6800000,378.11521,55.343628,25.226946,4,4,1
1200000,119.93777299999999,55.148385,25.087042,2,3,1
4500000,219.25108,55.280919,25.19331,3,4,1
1850000,91.230746,55.280919,25.19331,1,2,1
3100000,167.782818,55.124993,25.071365,3,4,1
1100000,60.851465,55.139276,25.0967,1,2,1
1275000,133.315805,55.14866899999999,25.078262,2,4,1
8500000,285.862531,55.270189,25.201204,5,5,1
1050000,125.41905,55.137946,25.081241,1,2,1
700000,90.580425,55.148929,25.089463,1,2,1
900000,139.726112,55.149141,25.030322,2,2,1
1200000,123.746796,55.28915799999999,25.189282,2,3,0
1210000,145.579001,55.271015000000006,25.180869,1,2,0
950000,101.635882,55.17514499999999,25.0902,2,2,1
1250000,128.949364,55.135006,25.07662,2,3,1
2350000,134.430641,55.282665,25.194935,2,3,1
2700000,192.30921,55.28205,25.211032,3,3,1
1900000,120.7739,55.270758,25.198316,2,3,1
1050000,130.807424,55.171259,25.09516,2,2,0
1500000,147.065449,55.145799,25.109267000000003,2,3,0
1900000,134.059029,55.134432,25.075284,2,2,0
2789900,143.628038,55.274196,25.197316,2,3,1
3600000,193.331143,55.280919,25.19331,3,4,1
865000,116.035847,55.146035,25.077009,2,2,2
520000,96.526217,55.36883,25.104249,2,3,0
425000,63.359846,55.205661,25.042351,1,1,1
3159888,147.62286699999999,55.34555400000001,25.203553,3,3,1
2000000,130.0642,55.271342,25.198796,2,3,1
1250000,161.093802,55.131058,25.067539,3,3,0
1275000,188.685993,55.143825,25.074521,2,4,1
1548000,122.44615399999999,55.168657,25.091259,2,2,2
625000,85.377857,55.246714,25.046706,1,2,0
520000,85.656566,55.221942000000006,25.037477,1,2,0
465000,75.530139,55.221577,25.038181,1,2,1
1400000,127.834528,55.145205,25.086726,2,3,1
949000,89.001074,55.145075,25.08377,1,2,1
1200000,105.259099,55.344612,25.207208,2,2,1
1599999,143.720941,55.14874,25.090418,3,3,2
2800000,145.950613,55.270983,25.201718,2,3,1
2099950,134.059029,55.134432,25.075284,2,3,0
2100000,150.317054,55.270028,25.197262,1,2,1
1248975,73.672079,55.308533,25.177819,2,2,1
757809,45.801179,55.308533,25.177819,1,1,2
1190000,161.093802,55.131058,25.067539,3,3,0
1100000,172.520871,55.23268100000001,25.062191,3,3,1
950000,129.785491,55.178291,25.100994,2,3,1
1400000,157.00607,55.148529,25.07887,2,3,2
2650000,280.752866,55.133627,25.076319,4,5,2
700000,60.758562,55.249159,25.115696,1,1,1
1000000,121.238415,55.146759,25.088431,2,2,0
720000,68.469511,55.147796,25.089393,1,2,0
1800000,184.969873,55.146673,25.10864,2,2,0
420000,85.935275,55.150016,25.03335,1,2,1
474000,44.407634,55.21335,25.050227,0,1,1
925000,78.131423,55.137779,25.074167000000003,1,1,1
370000,66.146936,55.193467000000005,25.039445,1,2,1
17798550,572.28248,55.110888,25.110129,3,5,1
1490000,200.763383,55.150625,25.089833,3,4,1
7800000,240.24715799999998,55.13862099999999,25.084102,3,4,0
2027888,99.40621,55.34522,25.20997,2,2,1
840477,44.036022,55.131535,25.071897,0,1,1
2700000,219.529789,55.139178,25.08022,3,4,1
1349888,98.012665,55.29175,25.186038,2,3,2
1349888,128.949364,55.29175,25.186038,2,3,2
949999,90.208813,55.14874,25.090418,1,3,1
220000,44.965052,55.402315,25.173301,0,1,0
6500000,244.241987,55.151574,25.132519,3,5,1
1025000,98.662986,55.284662,25.193641,2,3,1
645000,70.048862,55.173061,25.093469,1,1,1
2899999,109.718443,55.126352,25.07359,2,3,1
900000,57.228248,55.2763,25.185337,0,1,1
599999,105.90942,55.246714,25.046706,1,2,0
1550000,120.7739,55.264968,25.193359,2,3,1
2974999,259.663885,55.295714,25.150828,4,6,1
1601000,141.677075,55.254337,25.013504,2,2,0
2142888,105.259099,55.139276,25.0967,2,3,3
1715000,73.300467,55.141746,25.099793,1,2,3
2551888,116.314556,55.141746,25.099793,2,2,3
3800000,199.74145,55.136283,25.07851,2,2,1
1050000,70.60628,55.34522,25.20997,1,2,1
2300943,101.728785,55.138630000000006,25.112237,2,3,1
1265000,115.292623,55.269631,25.196593,2,3,1
230000,33.630886,55.200909,25.036803,0,1,1
230000,35.30314,55.200909,25.036803,0,1,1
300000,45.801179,55.137291000000005,25.044519,0,1,0
500000,44.036022,55.320758,25.213527,0,1,2
17888888,488.019459,55.272126,25.196489,4,4,1
1350000,123.56099,55.147796,25.089393,2,3,1
3125000,168.526042,55.14736,25.086376,3,4,1
1340000,125.14034099999999,55.171838,25.088533,2,2,1
810000,67.540481,55.281546,25.190265,1,1,1
1000000,61.315979999999996,55.144753,25.08333,1,2,1
930000,67.168869,55.128814,25.068933,1,2,1
1800000,123.375184,55.147796,25.089393,2,3,1
850000,129.878394,55.149141,25.030322,2,2,1
550000,122.817766,55.20485600000001,25.038332,2,3,1
1600000,68.934026,55.280473,25.201842000000003,1,1,1
600000,45.057955,55.2699,25.187683,0,1,1
675000,81.475931,55.13875,25.025999,1,1,0
1170000,84.913342,55.29175,25.186038,1,1,1
2000000,189.800829,55.29175,25.186038,3,3,1
1698000,140.469336,55.25658000000001,25.183133,2,3,1
4335888,157.9351,55.139276,25.0967,3,3,1
3029888,154.404786,55.359464,25.194898,3,3,1
2166888,100.985561,55.280662,25.203035,2,2,1
4507888,149.016412,55.268641,25.195236,3,3,1
718000,71.442407,55.24290799999999,25.024108,1,2,0
718000,71.442407,55.24290799999999,25.024108,1,2,0
546000,47.287627,55.24290799999999,25.024108,0,1,0
718000,71.442407,55.24290799999999,25.024108,1,2,0
546000,47.287627,55.24290799999999,25.024108,0,1,0
1870000,114.921011,55.26667,25.183515,2,2,1
1442977,120.959706,55.254337,25.013504,1,1,0
1645000,150.409957,55.254337,25.013504,2,2,0
3690888,162.301541,55.125561,25.071077,3,3,1
709000,43.571507,55.26667,25.183515,1,1,1
710000,43.199895,55.26667,25.183515,1,1,1
713000,43.66441,55.26667,25.183515,1,1,1
786000,43.292798,55.282766,25.18813,1,1,1
